station_id,station,level_m,below_reference_land_pct,connected_reference_land_pct,conditional_connectivity_pct,connected_offset_minus_0p5m_pct,connected_offset_plus_0p5m_pct,connected_offset_range_min_pct,connected_offset_range_max_pct
delfzijl-del-nl,Delfzijl Del Nl,2.75,98.05518028333213,97.7683281350737,99.70745844591833,98.06937056283545,97.2183067595438,97.2183067595438,98.06937056283545
delfzijl-del-nl,Delfzijl Del Nl,3.0,98.21784355193371,97.94087227713206,99.71800309924825,98.16194073327205,97.50052692686967,97.50052692686967,98.16194073327205
newport-p057-uk,Newport P057 Uk,0.0,0.0017220509986001276,0.0008611833070756228,50.00916394321,0.00344510138730383,0.0,0.0,0.00344510138730383
newport-p057-uk,Newport P057 Uk,0.25,0.0025830081219275452,0.0008611833070756228,33.340325172224894,0.010336098164309046,0.0008611833070756228,0.0008611833070756228,0.010336098164309046
newport-p057-uk,Newport P057 Uk,0.5,0.005166926202155752,0.00344510138730383,66.67603237426654,0.018090349922350223,0.0008611833070756228,0.0008611833070756228,0.018090349922350223
newport-p057-uk,Newport P057 Uk,0.75,0.012057922979160968,0.010336098164309046,85.72038635652545,0.03532115705896241,0.0008611833070756228,0.0008611833070756228,0.03532115705896241
newport-p057-uk,Newport P057 Uk,1.0,0.020673052950418748,0.018090349922350223,87.50691040040017,0.055998054290297326,0.00344510138730383,0.00344510138730383,0.055998054290297326
newport-p057-uk,Newport P057 Uk,1.25,0.03790386008703094,0.03532115705896241,93.1861741201598,0.09562665297155082,0.010336098164309046,0.010336098164309046,0.09562665297155082
newport-p057-uk,Newport P057 Uk,1.5,0.062026058104626844,0.055998054290297326,90.28149781151438,0.1481765908651031,0.018090349922350223,0.018090349922350223,0.1481765908651031
newport-p057-uk,Newport P057 Uk,1.75,0.10510136702628545,0.09562665297155082,90.98516572827731,0.24122488829144909,0.03532115705896241,0.03532115705896241,0.24122488829144909
newport-p057-uk,Newport P057 Uk,2.0,0.1636804872577259,0.1481765908651031,90.52795073354658,0.344610177322243,0.055998054290297326,0.055998054290297326,0.344610177322243
newport-p057-uk,Newport P057 Uk,2.25,0.2627571938243447,0.24122488829144909,91.80524604502736,0.44800130720645687,0.09562665297155082,0.09562665297155082,0.44800130720645687
newport-p057-uk,Newport P057 Uk,2.5,0.3644202898007608,0.344610177322243,94.56393811405272,0.5996196128666986,0.1481765908651031,0.1481765908651031,0.5996196128666986
newport-p057-uk,Newport P057 Uk,2.75,0.47642672863478613,0.44800130720645687,94.0336216001602,0.7434903191315614,0.24122488829144909,0.24122488829144909,0.7434903191315614
newport-p057-uk,Newport P057 Uk,3.0,0.6883537919837723,0.5996196128666986,87.10921910354415,0.9218161092549642,0.344610177322243,0.344610177322243,0.9218161092549642
immingham-p026-uk,Immingham P026 Uk,0.0,0.06758824907641667,0.0,0.0,0.0,0.0,0.0,0.0
immingham-p026-uk,Immingham P026 Uk,0.25,0.08277282328814833,0.0,0.0,0.0,0.0,0.0,0.0
immingham-p026-uk,Immingham P026 Uk,0.5,0.10624060934485902,0.0,0.0,0.0013790429080577436,0.0,0.0,0.0013790429080577436
immingham-p026-uk,Immingham P026 Uk,0.75,0.247054097897437,0.0,0.0,0.020684116114184206,0.0,0.0,0.020684116114184206
immingham-p026-uk,Immingham P026 Uk,1.0,0.8655409470948471,0.0013790429080577436,0.1593272869049633,0.06617643204757086,0.0,0.0,0.06617643204757086
immingham-p026-uk,Immingham P026 Uk,1.25,2.656022518121572,0.020684116114184206,0.7787628294963669,0.14201792771007193,0.0,0.0,0.14201792771007193
immingham-p026-uk,Immingham P026 Uk,1.5,6.723819156765323,0.06617643204757086,0.984208981602159,0.40555110726152205,0.0013790429080577436,0.0013790429080577436,0.40555110726152205
immingham-p026-uk,Immingham P026 Uk,1.75,12.415192365960413,0.14201792771007193,1.1439043675187206,25.45621950179874,0.020684116114184206,0.020684116114184206,25.45621950179874
immingham-p026-uk,Immingham P026 Uk,2.0,20.141508572196,0.40555110726152205,2.013509096440562,34.50303394275494,0.06617643204757086,0.06617643204757086,34.50303394275494
immingham-p026-uk,Immingham P026 Uk,2.25,29.357671179515837,25.45621950179874,86.71062274026927,38.55319532881658,0.14201792771007193,0.14201792771007193,38.55319532881658
immingham-p026-uk,Immingham P026 Uk,2.5,37.10982062931965,34.50303394275494,92.97548023041332,43.96622088146566,0.40555110726152205,0.40555110726152205,43.96622088146566
immingham-p026-uk,Immingham P026 Uk,2.75,42.24959042689613,38.55319532881658,91.25105104989036,46.48408643865962,25.45621950179874,25.45621950179874,46.48408643865962
immingham-p026-uk,Immingham P026 Uk,3.0,46.01706296309344,43.96622088146566,95.54330078981228,49.77735565495924,34.50303394275494,34.50303394275494,49.77735565495924
