station_id,station,tg,lat,lon,num_year,corrn,rmse,gssr_archive,archive_available,passes_years_ge25,passes_corr_ge045,passes_corr_ge055,passes_corr_ge065,selected_base_30,selection_reason,match_dist_km,coast_rp_rp10_m,deltadtm_tile_available,deltadtm_tiles,coast_rp_source_station_id,coast_rp_source_lat,coast_rp_source_lon,recomputed_match_dist_km,included_in_primary_match_sample,match_exclusion_reason,threshold_note
tregde-006-norway,Tregde 006 Norway,tregde-006-norway-statkart.csv,58.0,7.5666,37,0.7698606638312042,0.0878059183460786,tregde_006_norway.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.0353554993422451,0.9990000128746032,True,DeltaDTM_v1_1_N58E007.tif;DeltaDTM_v1_1_N57E007.tif,id_obs_tregde,58.0,7.565999984741211,0.03535554817730766,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
lowestoft-p024-uk,Lowestoft P024 Uk,lowestoft-p024-uk-bodc.csv,52.473,1.7508,37,0.7316476153949388,0.1494916068942721,lowestoft_p024_uk.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.558679556824671,2.378999948501587,True,DeltaDTM_v1_1_N52E001.tif,id_obs_lowestoft_p024_uk_bodc,52.47800064086914,1.75,0.5586803285057416,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
wick-p035-uk,Wick P035 Uk,wick-p035-uk-bodc.csv,58.441,-3.0863,36,0.8354551299984059,0.0894370601430803,wick_p035_uk.7z,True,True,True,True,True,True,included in baseline 30-station subset,2.044426816988848,2.559999942779541,True,DeltaDTM_v1_1_N58W004.tif,IBIS_IR_TS_MO_Wick,58.42499923706055,-3.069000005722046,2.044429640871446,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
stornoway-p042-uk,Stornoway P042 Uk,stornoway-p042-uk-bodc.csv,58.208,-6.3882,36,0.8306759707875331,0.0925229406902,stornoway_p042_uk.7z,True,True,True,True,True,True,included in baseline 30-station subset,1.96547346956443,2.9800000190734863,True,DeltaDTM_v1_1_N58W007.tif,id_obs_stornoway,58.191001892089844,-6.379000186920166,1.9654761843920125,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
le-conquet,Le Conquet France,le_conquet-france-refmar.csv,48.359,-4.7807,36,0.8081322021549198,0.0756774770825607,le_conquet_.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.3743241107784543,4.026999950408936,True,DeltaDTM_v1_1_N48W005.tif,IBIS_GL_TS_MO_LeConquetTG,48.36199951171875,-4.7829999923706055,0.3743246278163013,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
brest,Brest,brest-france-refmar.csv,48.383,-4.5,36,0.7945705928488479,0.0844671756038051,brest_.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.8326028065721115,4.313000202178955,True,DeltaDTM_v1_1_N48W005.tif,id_obs_brest_822a_france_uhslc,48.375999450683594,-4.504000186920166,0.8326039566121005,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
port-tudy,Port Tudy France,port-tudy-france-refmar.csv,47.644,-3.4459,36,0.7897587784996325,0.0781423656398319,port_tudy_.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.3071588803705932,3.0,True,DeltaDTM_v1_1_N47W004.tif,IBIS_GL_TS_MO_PortTudyTG,47.64400100708008,-3.450000047683716,0.30715930463651747,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
cherbourg,Cherbourg France,cherbourg-france-refmar.csv,49.651,-1.6355,36,0.7851281122153891,0.0887429304882357,cherbourg_.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.1799794683868606,3.674000024795532,True,DeltaDTM_v1_1_N49W002.tif,id_obs_cherbourg_cherbourg_france_refmar,49.6510009765625,-1.6330000162124634,0.17997971698509385,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
saint-nazaire,Saint Nazaire France,saint-nazaire-france-refmar.csv,47.267,-2.2016,36,0.7764365796164387,0.1059791935061963,saint_nazaire_.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.5134189518354477,3.275000095367432,True,DeltaDTM_v1_1_N47W003.tif,id_obs_saint_nazaire_saint_nazaire_franc,47.26300048828125,-2.2049999237060547,0.5134196610011212,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
saint-gildas,Saint Gildas France,saint-gildas-france-refmar.csv,47.14,-2.2464,36,0.772756505103827,0.0949980745104724,saint_gildas_.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.6955371206450615,3.243000030517578,True,DeltaDTM_v1_1_N47W003.tif,id_obs_saint_gildas_saint_gildas_france_,47.145999908447266,-2.249000072479248,0.695538081361845,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
le-havre,Le Havre France,le_havre-france-refmar.csv,49.482,0.106,36,0.7548941401492459,0.1129010031885105,le_havre_.7z,True,True,True,True,True,True,included in baseline 30-station subset,1.1125158833977298,4.64300012588501,True,DeltaDTM_v1_1_N49E000.tif,id_coast_glob_eur_03862,49.474998474121094,0.0949999988079071,1.1125174200701162,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
dunkerque,Dunkerque France,dunkerque-france-refmar.csv,51.048,2.3667,36,0.7337241350119956,0.1525678243767126,dunkerque_.7z,True,True,True,True,True,True,included in baseline 30-station subset,1.0018618201129972,4.547999858856201,True,DeltaDTM_v1_1_N51E002.tif,id_coast_glob_eur_03898,51.05699920654297,2.365999937057495,1.0018632039434805,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
roscoff,Roscoff France,roscoff-france-refmar.csv,48.718,-3.9657,36,0.7302442849046487,0.090851899639682,roscoff_.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.6185832324786201,4.85699987411499,True,DeltaDTM_v1_1_N48W004.tif;DeltaDTM_v1_1_N48W005.tif,id_obs_roscoff_roscoff_france_refmar,48.7130012512207,-3.9619998931884766,0.6185840869021608,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
boulogne-sur-mer,Boulogne Sur Mer,boulogne-sur-mer-france-refmar.csv,50.727,1.5777,36,0.7243652719585156,0.1483994452950236,boulogne_sur_mer_.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.8011007337990727,5.7129998207092285,True,DeltaDTM_v1_1_N50E001.tif,IBIS_GL_TS_MO_BoulogneSurMerTG,50.720001220703125,1.5750000476837158,0.8011018403265333,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
dieppe,Dieppe France,dieppe-france-refmar.csv,49.929,1.0845,36,0.7054409589991582,0.1277627317715805,dieppe_.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.5368500847947633,6.14300012588501,True,DeltaDTM_v1_1_N49E001.tif,IBIS_GL_TS_MO_DieppeTG,49.92900085449219,1.0770000219345093,0.5368508263236746,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
immingham-p026-uk,Immingham P026 Uk,immingham-p026-uk-bodc.csv,53.631,-0.18603,36,0.6971313377451682,0.1406918002791824,immingham_p026_uk.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.4874162774435815,4.527999877929688,True,DeltaDTM_v1_1_N53W001.tif,IBIS_IR_TS_MO_Immingham,53.6349983215332,-0.18299999833106995,0.48741695069161806,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
aberdeen-p038-uk,Aberdeen,aberdeen-p038-uk-bodc.csv,57.143,-2.0745,35,0.8234086565710446,0.0882585639996967,aberdeen_p038_uk.7z,True,True,True,True,True,True,included in baseline 30-station subset,1.2635678555080092,2.822000026702881,True,DeltaDTM_v1_1_N57W003.tif,id_obs_aberdeen_p038_uk_bodc,57.13600158691406,-2.058000087738037,1.2635696008222577,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
millport-p049-uk,Millport P049 Uk,millport-p049-uk-bodc.csv,55.75,-4.9058,35,0.8077434436729396,0.1306161268445088,millport_p049_uk.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.6640781018002286,2.7170000076293945,True,DeltaDTM_v1_1_N55W005.tif,IBIS_IR_TS_MO_Millport,55.744998931884766,-4.900000095367432,0.6640790190639838,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
holyhead-p054-uk,Holyhead P054 Uk,holyhead-p054-uk-bodc.csv,53.308,-4.6312,35,0.8055445593855491,0.104970921708509,holyhead_p054_uk.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.6409171148649937,3.315000057220459,True,DeltaDTM_v1_1_N53W005.tif,id_obs_holyhead_p054_uk_bodc,53.3129997253418,-4.636000156402588,0.6409180001374056,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
sheerness-p015-uk,Sheerness,sheerness-p015-uk-bodc.csv,51.442,0.74306,27,0.6684479366660454,0.174716256466711,sheerness_p015_uk.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.4927874549512442,5.25600004196167,True,DeltaDTM_v1_1_N51E000.tif,id_obs_sheerness_p015_uk_bodc,51.4379997253418,0.7400000095367432,0.49278813561826723,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
heysham-p050-uk,Heysham P050 Uk,heysham-p050-uk-bodc.csv,54.032,-2.9204,35,0.7831946677781411,0.1604492678047205,heysham_p050_uk.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,0.1527296764442459,6.624000072479248,True,DeltaDTM_v1_1_N54W003.tif;DeltaDTM_v1_1_N53W003.tif,IBIS_IR_TS_MO_Heysham,54.03099822998047,-2.921999931335449,0.15272988740344287,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
northshields-p032-uk,Northshields P032 Uk,northshields-p032-uk-bodc.csv,55.007,-1.4398,35,0.7648673943441429,0.1063699384713329,northshields_p032_uk.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,0.9356076661653266,3.302000045776367,True,DeltaDTM_v1_1_N54W002.tif;DeltaDTM_v1_1_N55W002.tif,IBIS_IR_TS_MO_NorthShields,55.012001037597656,-1.4279999732971191,0.9356089584816776,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
whitby-p174-uk,Whitby P174 Uk,whitby-p174-uk-bodc.csv,54.49,-0.61417,35,0.7230387005191082,0.1282950288712308,whitby_p174_uk.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,0.6840003931342477,3.430999994277954,True,DeltaDTM_v1_1_N54W001.tif,IBIS_IR_TS_MO_Whitby,54.48500061035156,-0.6079999804496765,0.6840013379158313,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
dover-p012-uk,Dover P012 Uk,dover-p012-uk-bodc.csv,51.117,1.3181,34,0.7433050574164776,0.1209285142843115,dover_p012_uk.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,0.50788422881673,4.618000030517578,True,DeltaDTM_v1_1_N51E001.tif,id_coast_glob_eur_01346,51.11600112915039,1.3109999895095825,0.5078849303363101,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
ullapool-p043-uk,Ullapool P043 Uk,ullapool-p043-uk-bodc.csv,57.895,-5.1579,33,0.8176345161406837,0.1106227649103039,ullapool_p043_uk.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,0.4910556156495481,3.25600004196167,True,DeltaDTM_v1_1_N57W006.tif,IBIS_IR_TS_MO_Ullapool,57.89799880981445,-5.164000034332275,0.4910562939244728,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
newhaven-p011-uk,Newhaven P011 Uk,newhaven-p011-uk-bodc.csv,50.782,0.05703,33,0.7538206075873588,0.0935227697674735,newhaven_p011_uk.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,0.5395065039179817,4.261000156402588,True,DeltaDTM_v1_1_N50E000.tif,IBIS_IR_TS_MO_Newhaven,50.77899932861328,0.050999999046325684,0.5395072491161034,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
calais,Calais France,calais-france-refmar.csv,50.969,1.8677,33,0.7228796635841743,0.1446440113478024,calais_.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,1.6681851084393278,4.699999809265137,True,DeltaDTM_v1_1_N51E001.tif;DeltaDTM_v1_1_N50E001.tif,IBIS_GL_TS_MO_CalaisTG,50.98400115966797,1.8680000305175781,1.66818741263403,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
ilfracombe-p061-uk,Ilfracombe P061 Uk,ilfracombe-p061-uk-bodc.csv,51.21100000000001,-4.1109,32,0.7740608676853155,0.0982071687363582,ilfracombe_p061_uk.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,0.7893686301624632,5.764999866485596,True,DeltaDTM_v1_1_N51W005.tif,id_obs_ilfracombe_p061_uk_bodc,51.21799850463867,-4.109000205993652,0.7893697204848538,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
felixstowe-p204-uk,Felixstowe P204 Uk,felixstowe-p204-uk-bodc.csv,51.957,1.3484,30,0.7282495856180851,0.1491571378258869,felixstowe_p204_uk.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,0.8060091662253237,3.75,True,DeltaDTM_v1_1_N51E001.tif,IBIS_IR_TS_MO_Felixstowe,51.95100021362305,1.3550000190734863,0.8060102795325987,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
cordemais,Cordemais France,cordemais-france-refmar.csv,47.277,-1.8898,29,0.6594648861419706,0.1645361289167138,cordemais_.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,22.647351215355688,3.276000022888184,True,DeltaDTM_v1_1_N47W002.tif,id_obs_donges_donges_france_refmar,47.27799987792969,-2.190000057220459,22.647382497209488,False,excluded_nearest_coast_rp_point_gt6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
le-pellerin,Le Pellerin France,le_pellerin-france-refmar.csv,47.205,-1.7651,29,0.4690437785219072,0.2797210944382936,le_pellerin_.7z,True,True,True,False,False,False,excluded: reconstruction correlation below 0.55,28.38796447313961,3.440000057220459,True,DeltaDTM_v1_1_N47W002.tif,IBIS_GL_TS_MO_IF000578,47.013999938964844,-2.0139999389648438,28.388003684266167,False,excluded_nearest_coast_rp_point_gt6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
nantes-usine-brulee,Nantes Usine Brulee,nantes_usine_brulee-france-refmar.csv,47.20399999999999,-1.5742,28,0.4070532407492681,0.3401971645833999,nantes_usine_brulee_.7z,True,True,False,False,False,False,excluded: reconstruction correlation below 0.55,39.422969022008,3.440000057220459,True,DeltaDTM_v1_1_N47W002.tif,IBIS_GL_TS_MO_IF000578,47.013999938964844,-2.0139999389648438,39.42302347533202,False,excluded_nearest_coast_rp_point_gt6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
leith-p034-uk,Leith P034 Uk,leith-p034-uk-bodc.csv,55.99,-3.1817,27,0.7745194961778761,0.0985704780135207,leith_p034_uk.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,0.5189396857548381,3.58899998664856,True,DeltaDTM_v1_1_N56W004.tif;DeltaDTM_v1_1_N55W004.tif,IBIS_IR_TS_MO_Leith,55.99399948120117,-3.186000108718872,0.5189404025448533,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
tobermory-p223-uk,Tobermory P223 Uk,tobermory-p223-uk-bodc.csv,56.62300000000001,-6.0642,26,0.8136527888227519,0.1147726871683278,tobermory_p223_uk.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,0.4542674993488369,3.0910000801086426,True,DeltaDTM_v1_1_N56W007.tif,IBIS_IR_TS_MO_Tobermory,56.624000549316406,-6.057000160217285,0.45426812680982326,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
donges,Donges France,donges-france-refmar.csv,47.306,-2.0883,26,0.789490409522372,0.111899074075923,donges_.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,8.277975956437524,3.276000022888184,True,DeltaDTM_v1_1_N47W003.tif,id_obs_donges_donges_france_refmar,47.27799987792969,-2.190000057220459,8.277987390464626,False,excluded_nearest_coast_rp_point_gt6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
cromer-p183-uk,Cromer P183 Uk,cromer-p183-uk-bodc.csv,52.934,1.3016,26,0.7026372900401091,0.1660551351692198,cromer_p183_uk.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,0.4363097932395557,3.740000009536743,True,DeltaDTM_v1_1_N52E001.tif,IBIS_IR_TS_MO_Cromer,52.93199920654297,1.2960000038146973,0.4363103958963051,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
avonmouth-p060-uk,Avonmouth P060 Uk,avonmouth-p060-uk-bodc.csv,51.511,-2.715,26,0.5711256515912323,0.2089481320302294,avonmouth_p060_uk.7z,True,True,True,True,False,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,0.138408160140448,8.786999702453613,True,DeltaDTM_v1_1_N51W003.tif,IBIS_IR_TS_MO_Avonmouth,51.51100158691406,-2.7170000076293945,0.13840835131792642,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
hinkleypoint-p003-uk,Hinkleypoint P003 Uk,hinkleypoint-p003-uk-bodc.csv,51.215,-3.1343,25,0.6973044967150722,0.1511058580820806,hinkleypoint_p003_uk.7z,True,True,True,True,True,False,excluded: passed filters but outside top-30 fill after retaining focal core sites,0.6080124463089123,7.734000205993652,True,DeltaDTM_v1_1_N51W004.tif,IBIS_IR_TS_MO_Hinkley,51.21799850463867,-3.127000093460083,0.6080132861314688,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
mumbles-p932-uk,Mumbles P932 Uk,mumbles-p932-uk-bodc.csv,51.57,-3.9754,24,0.7773139067909542,0.1095724649800707,mumbles_p932_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.1105824341088979,5.824999809265137,True,DeltaDTM_v1_1_N51W004.tif;DeltaDTM_v1_1_N51W005.tif,IBIS_IR_TS_MO_Mumbles,51.56999969482422,-3.9769999980926514,0.11058258685184318,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
devonport-p002-uk,Devonport P002 Uk,devonport-p002-uk-bodc.csv,50.368,-4.1852,24,0.7707618696915584,0.083010909323153,devonport_p002_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.2527009309996056,3.0480000972747803,True,DeltaDTM_v1_1_N50W005.tif,IBIS_IR_TS_MO_Plymouth,50.36899948120117,-4.182000160217285,0.25270128004501746,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
weymouth-p991-uk,Weymouth P991 Uk,weymouth-p991-uk-bodc.csv,50.608,-2.4479,24,0.7604782886380961,0.0851881857622836,weymouth_p991_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.8387611058243979,1.9019999504089355,True,DeltaDTM_v1_1_N50W003.tif,IBIS_IR_TS_MO_Weymouth,50.60300064086914,-2.438999891281128,0.8387622643701015,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
barmouth-p923-uk,Barmouth P923 Uk,barmouth-p923-uk-bodc.csv,52.719,-4.0452,24,0.7558635606661144,0.1478476427277813,barmouth_p923_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,1.5441251059325087,3.525000095367432,True,DeltaDTM_v1_1_N52W005.tif,id_coast_glob_eur_01532,52.71200180053711,-4.065000057220459,1.5441272387693274,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
portsmouth-p008-uk,Portsmouth P008 Uk,portsmouth-p008-uk-bodc.csv,50.803,-1.1118,24,0.7379678007041195,0.0937892725726989,portsmouth_p008_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.68924288062033,2.7669999599456787,True,DeltaDTM_v1_1_N50W002.tif,id_obs_portsmouth_p008_uk_bodc,50.80799865722656,-1.1059999465942383,0.689243832643712,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
malin-head-834a-ireland,Malin Head 834a,malin_head-834a-ireland-uhslc.csv,55.367,-7.3333,24,0.6885279071228492,0.144730534047053,malin_head_834a_ireland.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.3437271698171449,2.555000066757202,True,DeltaDTM_v1_1_N55W008.tif,id_obs_malin_head,55.36399841308594,-7.331999778747559,0.34372764459333394,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
kinlochbervi-p918-uk,Kinlochbervi P918 Uk,kinlochbervi-p918-uk-bodc.csv,58.457,-5.0504,23,0.8256525914192668,0.1108674425864257,kinlochbervi_p918_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,2.3143094507348865,3.151000022888184,True,DeltaDTM_v1_1_N58W006.tif,IBIS_IR_TS_MO_Kinlochbervie,58.45500183105469,-5.090000152587891,2.31431264739524,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
