station_id,station,tg,lat,lon,num_year,corrn,rmse,gssr_archive,subset,gssr_years,gssr_rp10_m,gssr_rp10_bootstrap_p025_m,gssr_rp10_bootstrap_p975_m,terrain_status,terrain_source,terrain_tiles,coastal_lowland_cells,median_lowland_elev_m,unconnected_2m_lowland_pct,coast_rp_idx_x,coast_rp_lon,coast_rp_lat,match_dist_km_x,coast_rp_nearest3_range_m,coast_rp_within5km_n,coast_rp_within5km_min_m,coast_rp_within5km_max_m,D10_m,coast_rp_rank,terrain_rank,rank_mismatch_terrain_minus_coast,coast_rp_idx_y,match_dist_km_y,coast_rp_rp10_m,coast_rp_rp50_m,coast_rp_rp100_m,connected_1m_lowland_pct,connected_2m_lowland_pct,connected_3m_lowland_pct,bathtub_1m_lowland_pct,bathtub_2m_lowland_pct,bathtub_3m_lowland_pct
portpatrick-p063-uk,Portpatrick P063 Uk,portpatrick-p063-uk-bodc.csv,54.843,-5.12,37,0.806112528372705,0.1175289694492101,portpatrick_p063_uk.7z,NW Europe 30-station screening subset,41,1.2610382059540646,1.010167849211277,1.383772866830442,ok,DeltaDTM:DeltaDTM_v1_1_N54W006.tif,DeltaDTM_v1_1_N54W006.tif,1041,5.241891860961914,0.0,1617,-5.119999885559082,54.83599853515625,0.7785273697399445,0.3450000286102295,1,2.88700008392334,2.88700008392334,1.6259618779692753,23,4,-19,1617,0.7785273697399445,2.88700008392334,3.0510001182556152,3.115999937057495,14.313160422670508,26.320845341018252,35.6388088376561,14.313160422670508,26.320845341018252,35.6388088376561
fishguard-p055-uk,Fishguard P055 Uk,fishguard-p055-uk-bodc.csv,52.014,-4.9833,37,0.7981757180354606,0.0910834652015793,fishguard_p055_uk.7z,NW Europe 30-station screening subset,41,0.8076390759785831,0.689826154540508,0.84275399469335,ok,DeltaDTM:mosaic(3),DeltaDTM_v1_1_N52W006.tif;DeltaDTM_v1_1_N51W005.tif;DeltaDTM_v1_1_N51W006.tif;DeltaDTM_v1_1_N52W005.tif,1861,6.043798446655273,0.0537345513164965,19758,-4.98799991607666,52.00899887084961,0.6424302156659428,0.0109999179840087,3,2.989000082015991,3.0,2.190360830561334,21,17,-4,19758,0.6424302156665551,2.997999906539917,3.1579999923706055,3.2200000286102295,0.9134873723804406,6.448146157979581,19.666845781837722,0.9134873723804406,6.501880709296078,19.82804943578721
milfordhaven-p056-uk,Milfordhaven P056 Uk,milfordhaven-p056-uk-bodc.csv,51.702,-5.0143,37,0.7890485580401847,0.0991096875377072,milfordhaven_p056_uk.7z,NW Europe 30-station screening subset,41,1.0426455504812275,0.8154762056662307,1.2358847636349284,ok,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N51W005.tif;DeltaDTM_v1_1_N51W006.tif,4954,7.531881809234619,2.5030278562777557,19868,-5.017000198364258,51.70199966430664,0.1860794166112794,0.1040000915527343,2,4.3470001220703125,4.375999927520752,3.3333543770395244,9,23,14,19868,0.18607941661127944,4.375999927520752,4.546999931335449,4.614999771118164,1.6148566814695196,4.662898667743238,7.085183689947518,4.037141703673799,7.1659265240209935,9.991925716592652
tregde-006-norway,Tregde 006 Norway,tregde-006-norway-statkart.csv,58.0,7.5666,37,0.7698606638312042,0.0878059183460786,tregde_006_norway.7z,NW Europe 30-station screening subset,41,0.6865302915163924,0.6085203083218582,0.7565045847294447,ok,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N58E007.tif;DeltaDTM_v1_1_N57E007.tif,15384,6.717041969299316,0.5785231409256371,19100,7.565999984741211,58.0,0.0353554993422451,0.0069999694824218,4,0.9879999756813048,1.003999948501587,0.3124697213582108,30,8,-22,19100,0.0353554993422451,0.9990000128746033,1.1050000190734863,1.128000020980835,8.300832033281331,13.234529381175246,19.429277171086845,8.59984399375975,13.813052522100884,20.391315652626105
lowestoft-p024-uk,Lowestoft P024 Uk,lowestoft-p024-uk-bodc.csv,52.473,1.7508,37,0.7316476153949388,0.1494916068942721,lowestoft_p024_uk.7z,NW Europe 30-station screening subset,41,1.1920704526742405,1.0569851550495633,1.3407080869439605,ok,DeltaDTM:DeltaDTM_v1_1_N52E001.tif,DeltaDTM_v1_1_N52E001.tif,14771,7.2911787033081055,1.137363753300386,19842,1.75,52.47800064086914,0.558679556824671,0.0240001678466796,3,2.378999948501587,2.4030001163482666,1.1869294958273466,28,24,-4,19842,0.558679556824671,2.378999948501587,2.635999917984009,2.736999988555908,2.0580867916864127,4.623925258953355,10.24981382438562,2.3356577076704355,5.761289012253741,13.364024101279535
wick-p035-uk,Wick P035 Uk,wick-p035-uk-bodc.csv,58.441,-3.0863,36,0.8354551299984059,0.0894370601430803,wick_p035_uk.7z,NW Europe 30-station screening subset,41,0.808076274550261,0.7336750754093686,0.8539130815390217,ok,DeltaDTM:DeltaDTM_v1_1_N58W004.tif,DeltaDTM_v1_1_N58W004.tif,7232,8.751780033111572,0.0,19508,-3.069000005722046,58.42499923706055,2.044426816988848,0.1390001773834228,2,2.4749999046325684,2.559999942779541,1.75192366822928,27,6,-21,19508,2.044426816988848,2.559999942779541,2.7130000591278076,2.7679998874664307,9.015486725663717,15.804756637168142,19.952986725663717,9.153761061946902,15.804756637168142,19.952986725663717
stornoway-p042-uk,Stornoway P042 Uk,stornoway-p042-uk-bodc.csv,58.208,-6.3882,36,0.8306759707875331,0.0925229406902,stornoway_p042_uk.7z,NW Europe 30-station screening subset,41,0.8669771899063078,0.772118957890666,0.92042896975781,ok,DeltaDTM:DeltaDTM_v1_1_N58W007.tif,DeltaDTM_v1_1_N58W007.tif,10879,7.328567981719971,0.1654563838588105,19079,-6.379000186920166,58.19100189208984,1.96547346956443,0.0069999694824218,1,2.9800000190734863,2.9800000190734863,2.1130228291671784,22,10,-12,19079,1.96547346956443,2.9800000190734863,3.128999948501587,3.177999973297119,1.5534516040077213,12.298924533504918,19.533045316665135,2.481845757882158,12.464380917363728,19.79042191377884
le-conquet,Le Conquet France,le_conquet-france-refmar.csv,48.359,-4.7807,36,0.8081322021549198,0.0756774770825607,le_conquet_.7z,NW Europe 30-station screening subset,41,0.6371741731015783,0.5865268206944431,0.735682507531554,ok,DeltaDTM:DeltaDTM_v1_1_N48W005.tif,DeltaDTM_v1_1_N48W005.tif,2455,8.922821998596191,0.2443991853360488,19404,-4.7829999923706055,48.36199951171875,0.3743241107784543,0.1429998874664306,2,4.026999950408936,4.093999862670898,3.389825777307357,12,20,8,19404,0.374324110777824,4.0269999504089355,4.1570000648498535,4.209000110626221,1.0997963340122199,6.0285132382892055,13.441955193482688,1.0997963340122199,6.272912423625255,13.441955193482688
port-tudy,Port Tudy France,port-tudy-france-refmar.csv,47.644,-3.4459,36,0.7897587784996325,0.0781423656398319,port_tudy_.7z,NW Europe 30-station screening subset,41,0.6051734953633139,0.5830751117516357,0.6861272254535717,ok,DeltaDTM:DeltaDTM_v1_1_N47W004.tif,DeltaDTM_v1_1_N47W004.tif,2111,8.656044006347656,0.0,19410,-3.450000047683716,47.64400100708008,0.3071588803705932,0.0390000343322753,1,3.0,3.0,2.3948265046366863,20,9,-11,19410,0.3071588803705932,3.0,3.135999917984009,3.194000005722046,6.5371861676930365,12.979630506868782,18.285172903837044,6.5371861676930365,12.979630506868782,18.379914732354333
cherbourg,Cherbourg France,cherbourg-france-refmar.csv,49.651,-1.6355,36,0.7851281122153891,0.0887429304882357,cherbourg_.7z,NW Europe 30-station screening subset,41,0.7862903835637746,0.7498157016853003,1.002071313272337,ok,DeltaDTM:DeltaDTM_v1_1_N49W002.tif,DeltaDTM_v1_1_N49W002.tif,12520,5.248320817947388,0.487220447284345,19714,-1.6330000162124634,49.6510009765625,0.1799794683868606,0.0190000534057617,3,3.6549999713897705,3.674000024795532,2.8877096412317576,13,21,8,19714,0.1799794683868606,3.6740000247955322,3.8329999446868896,3.9030001163482666,3.059105431309904,5.519169329073482,9.456869009584665,3.2507987220447285,6.006389776357827,11.485623003194888
saint-nazaire,Saint Nazaire France,saint-nazaire-france-refmar.csv,47.267,-2.2016,36,0.7764365796164387,0.1059791935061963,saint_nazaire_.7z,NW Europe 30-station screening subset,41,1.081064631452094,0.9041028980423746,1.1826816211387494,ok,DeltaDTM:DeltaDTM_v1_1_N47W003.tif,DeltaDTM_v1_1_N47W003.tif,36943,4.333022117614746,11.203746311885878,19982,-2.2049999237060547,47.26300048828125,0.5134189518354477,0.0130000114440917,3,3.263000011444092,3.276000022888184,2.193935463915338,18,29,11,19982,0.5134189518366731,3.2750000953674316,3.4709999561309814,3.565000057220459,0.28692851149067483,1.025904772216658,2.5092710391684485,4.198359635113554,12.229651084102537,24.997969845437567
saint-gildas,Saint Gildas France,saint-gildas-france-refmar.csv,47.14,-2.2464,36,0.772756505103827,0.0949980745104724,saint_gildas_.7z,NW Europe 30-station screening subset,41,0.9139205675130534,0.8278436344284452,0.947164557045024,ok,DeltaDTM:DeltaDTM_v1_1_N47W003.tif,DeltaDTM_v1_1_N47W003.tif,6142,8.002832651138306,0.1139693910778248,19980,-2.249000072479248,47.14599990844727,0.6955371206450615,0.0780000686645507,2,3.243000030517578,3.257999897003174,2.3290794630045246,19,7,-12,19980,0.6955371206450615,3.243000030517578,3.4189999103546143,3.503999948501587,11.5434711820254,14.685770107456854,16.33018560729404,11.5434711820254,14.799739498534679,16.948876587430803
le-havre,Le Havre France,le_havre-france-refmar.csv,49.482,0.106,36,0.7548941401492459,0.1129010031885105,le_havre_.7z,NW Europe 30-station screening subset,41,1.0236513743569966,0.929860405648938,1.088482928632924,ok,DeltaDTM:DeltaDTM_v1_1_N49E000.tif,DeltaDTM_v1_1_N49E000.tif,17066,4.770859003067017,0.6445564279854682,3855,0.0949999988079071,49.47499847412109,1.1125158833977298,0.0320000648498535,3,4.611000061035156,4.64300012588501,3.619348751528013,6,13,7,3855,1.1125158833977298,4.64300012588501,4.8379998207092285,4.938000202178955,7.506152584085316,10.348060471112152,13.283722020391421,7.822571194187273,10.992616899097621,16.17836634243525
dunkerque,Dunkerque France,dunkerque-france-refmar.csv,51.048,2.3667,36,0.7337241350119956,0.1525678243767126,dunkerque_.7z,NW Europe 30-station screening subset,41,1.3497596251464323,1.2696456385411548,1.5347592930523115,ok,DeltaDTM:DeltaDTM_v1_1_N51E002.tif,DeltaDTM_v1_1_N51E002.tif,27715,2.7402734756469727,2.323651452282158,3891,2.365999937057495,51.05699920654297,1.0018618201129972,0.0970001220703125,1,4.547999858856201,4.547999858856201,3.198240233709769,7,5,-2,3891,1.0018618201129972,4.547999858856201,4.828999996185303,4.943999767303467,0.880389680678333,23.904023092188346,53.64964820494317,2.846833844488544,26.227674544470503,55.08930182211799
roscoff,Roscoff France,roscoff-france-refmar.csv,48.718,-3.9657,36,0.7302442849046487,0.090851899639682,roscoff_.7z,NW Europe 30-station screening subset,41,0.8369542198272688,0.6946955012635552,0.9967828303660432,ok,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N48W004.tif;DeltaDTM_v1_1_N48W005.tif,6634,8.55659532546997,0.2261079288513717,19972,-3.961999893188477,48.7130012512207,0.6185832324786201,0.0309996604919433,2,4.8420000076293945,4.85699987411499,4.020045654287721,4,26,22,19972,0.6185832324786201,4.85699987411499,4.992000102996826,5.046000003814697,0.482363581549593,2.818812179680434,7.94392523364486,0.482363581549593,3.044920108531806,8.170033162496232
boulogne-sur-mer,Boulogne Sur Mer,boulogne-sur-mer-france-refmar.csv,50.727,1.5777,36,0.7243652719585156,0.1483994452950236,boulogne_sur_mer_.7z,NW Europe 30-station screening subset,41,1.418302878622607,1.298478112403862,1.5011777333818992,ok,DeltaDTM:DeltaDTM_v1_1_N50E001.tif,DeltaDTM_v1_1_N50E001.tif,7352,7.266301155090332,0.0136017410228509,19374,1.5750000476837158,50.720001220703125,0.8011007337990727,0.1359996795654297,3,5.689000129699707,5.824999809265137,4.294696942086621,2,18,16,19374,0.8011007337990727,5.7129998207092285,5.958000183105469,6.061999797821045,4.760609357997824,6.134385201305767,7.6305767138193685,4.760609357997824,6.147986942328618,7.698585418933623
dieppe,Dieppe France,dieppe-france-refmar.csv,49.929,1.0845,36,0.7054409589991582,0.1277627317715805,dieppe_.7z,NW Europe 30-station screening subset,41,1.2751484200353875,1.104525032994775,1.3729566529101254,ok,DeltaDTM:DeltaDTM_v1_1_N49E001.tif,DeltaDTM_v1_1_N49E001.tif,12081,6.123361587524414,0.2234914328284082,19378,1.0770000219345093,49.92900085449219,0.5368500847947633,0.0900001525878906,3,6.085999965667725,6.176000118255615,4.867851705849622,1,28,27,19378,0.5368500847947631,6.14300012588501,6.379000186920166,6.4770002365112305,0.6953066799106035,1.2333416107938084,1.7713765416770135,0.7366939822862346,1.4568330436222168,4.17184007946362
immingham-p026-uk,Immingham P026 Uk,immingham-p026-uk-bodc.csv,53.631,-0.18603,36,0.6971313377451682,0.1406918002791824,immingham_p026_uk.7z,NW Europe 30-station screening subset,41,1.0112015153616605,0.9553043774386862,1.0851341055356112,ok,DeltaDTM:DeltaDTM_v1_1_N53W001.tif,DeltaDTM_v1_1_N53W001.tif,28586,2.7007529735565186,29.02119918841391,19455,-0.1829999983310699,53.6349983215332,0.4874162774435815,0.68399977684021,1,4.527999877929688,4.527999877929688,3.516798362568027,8,30,22,19455,0.4874162774435815,4.5279998779296875,4.818999767303467,4.933000087738037,0.0,0.167914363674526,54.428741341915625,1.6196739662771986,29.189113552088436,56.26880291051564
millport-p049-uk,Millport P049 Uk,millport-p049-uk-bodc.csv,55.75,-4.9058,35,0.8077434436729396,0.1306161268445088,millport_p049_uk.7z,NW Europe 30-station screening subset,41,1.1212813499713907,1.030916725603524,1.1877370665969331,ok,DeltaDTM:DeltaDTM_v1_1_N55W005.tif,DeltaDTM_v1_1_N55W005.tif,8474,6.34484338760376,0.4720320981826764,19471,-4.900000095367432,55.744998931884766,0.6640781018002286,0.0360000133514404,2,2.7170000076293945,2.720000028610229,1.5957186576580038,25,15,-10,19471,0.6640781018002286,2.7170000076293945,2.927000045776367,2.996999979019165,1.9589332074581072,7.646919990559358,14.019353316025489,3.292423884824168,8.118952088742034,14.278970970025961
holyhead-p054-uk,Holyhead P054 Uk,holyhead-p054-uk-bodc.csv,53.308,-4.6312,35,0.8055445593855491,0.104970921708509,holyhead_p054_uk.7z,NW Europe 30-station screening subset,41,0.8277096383956364,0.7451873955705988,1.0037392463199488,ok,DeltaDTM:DeltaDTM_v1_1_N53W005.tif,DeltaDTM_v1_1_N53W005.tif,11817,7.85471773147583,0.5331302361005331,19792,-4.636000156402588,53.3129997253418,0.6409171148649937,0.2289998531341552,4,3.0450000762939453,3.3989999294281006,2.4872904188248226,17,16,-1,19792,0.6409171148649937,3.315000057220459,3.494999885559082,3.572999954223633,2.8772107980028774,7.006854531607007,11.627316577811627,3.131082339003131,7.53998476770754,14.005246678514006
