setting,terrain_metric,n_sites,spearman,kendall,permutation_two_sided_p,top_n,top_overlap,top_overlap_expected_independent,top_mismatch_fraction,top_water_sites,top_terrain_sites,rank_stability_n,terrain_rank_spearman_vs_primary,top20_jaccard_vs_primary,top20_membership_changes_vs_primary
window:20km,conditional_connectivity_pct,68,0.0316830171393671,0.018437225636523263,0.8017198280171983,14,5,2.8823529411764706,0.6428571428571428,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,boulogne-sur-mer;cromer-p183-uk;denhelder-hel-nl;felixstowe-p204-uk;heysham-p050-uk;ilfracombe-p061-uk;le-conquet;malin-head-834a-ireland;portellen-p202-uk;porterin-p919-uk;roscoff;sthelier-p074-uk;tobermory-p223-uk;workington-p217-uk,68,0.6627468706259003,0.4,12
window:20km,connected_area_km2,68,-0.4067641332977058,-0.2765583845478489,0.0006999300069993001,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,bournemouth-p988-uk;calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;newhaven-p011-uk;portsmouth-p008-uk;sheerness-p015-uk;tregde-006-norway,68,0.8899874031377637,0.6470588235294118,6
threshold:1m,connected_reference_land_pct,68,-0.4184448600984845,-0.2712906057945566,0.00029997000299970003,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,barmouth-p923-uk;calais;delfzijl-del-nl;denhelder-hel-nl;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;holyhead-p054-uk;le-havre;portsmouth-p008-uk;saint-gildas;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,68,0.8442569759896171,0.75,4
threshold:1m,below_reference_land_pct,68,-0.3600030537847845,-0.2388059701492537,0.0021997800219978004,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;lowestoft-p024-uk;portsmouth-p008-uk;saint-nazaire;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,68,0.9496507233652707,0.8666666666666667,2
threshold:1m,conditional_connectivity_pct,68,0.040108179323010064,0.0261128469617337,0.7437256274372562,14,6,2.8823529411764706,0.5714285714285714,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,bangor-p662-uk;boulogne-sur-mer;cromer-p183-uk;delfzijl-del-nl;fishguard-p055-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;port-tudy;porterin-p919-uk;roscoff;saint-gildas;sthelier-p074-uk;workington-p217-uk,68,0.7784916499096436,0.6470588235294118,6
threshold:1m,connected_area_km2,68,-0.42214757414971177,-0.27304653204565404,0.00039996000399960006,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,bangor-p662-uk;barmouth-p923-uk;calais;delfzijl-del-nl;denhelder-hel-nl;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;holyhead-p054-uk;le-havre;portsmouth-p008-uk;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,68,0.8440279421307783,0.75,4
threshold:3m,connected_reference_land_pct,68,-0.29530098866282395,-0.17734855136084282,0.0143985601439856,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;holyhead-p054-uk;immingham-p026-uk;portsmouth-p008-uk;sheerness-p015-uk;stmarys-p231-uk,68,0.9377027903958467,0.75,4
threshold:3m,below_reference_land_pct,68,-0.23796617933351144,-0.14310798946444248,0.0504949505049495,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;immingham-p026-uk;portsmouth-p008-uk;saint-nazaire;sheerness-p015-uk;stmarys-p231-uk,68,0.9752643432454096,0.8666666666666667,2
threshold:3m,conditional_connectivity_pct,68,0.05203084444163639,0.04173073605204623,0.6735326467353264,14,4,2.8823529411764706,0.7142857142857143,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,bangor-p662-uk;cromer-p183-uk;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;hinkleypoint-p003-uk;ilfracombe-p061-uk;port-tudy;porterin-p919-uk;portpatrick-p063-uk;sheerness-p015-uk;tobermory-p223-uk;whitby-p174-uk;workington-p217-uk,68,0.7027862983052775,0.5555555555555556,8
threshold:3m,connected_area_km2,68,-0.29236172080772604,-0.1791044776119403,0.015898410158984102,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,barmouth-p923-uk;calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;immingham-p026-uk;portsmouth-p008-uk;sheerness-p015-uk;tregde-006-norway,68,0.9360232087643621,0.75,4
neighbours:8,connected_reference_land_pct,68,-0.31984578386838186,-0.20105355575065847,0.007799220077992201,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;immingham-p026-uk;lowestoft-p024-uk;portsmouth-p008-uk;sheerness-p015-uk;stmarys-p231-uk,68,0.9611024163072106,0.6470588235294118,6
neighbours:8,below_reference_land_pct,68,-0.30927205405199065,-0.18788410886742754,0.010998900109989001,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;immingham-p026-uk;lowestoft-p024-uk;portsmouth-p008-uk;saint-nazaire;sheerness-p015-uk;stmarys-p231-uk,68,1.0,1.0,0
neighbours:8,conditional_connectivity_pct,68,-0.0014131848625863967,0.0026478747282864244,0.9915008499150085,14,6,2.8823529411764706,0.5714285714285714,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,bangor-p662-uk;boulogne-sur-mer;cromer-p183-uk;delfzijl-del-nl;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;malin-head-834a-ireland;port-tudy;porterin-p919-uk;portpatrick-p063-uk;sthelier-p074-uk;tobermory-p223-uk;workington-p217-uk,68,0.9001882065017566,0.8666666666666667,2
neighbours:8,connected_area_km2,68,-0.32942703362980497,-0.2028094820017559,0.005099490050994901,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,barmouth-p923-uk;calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;immingham-p026-uk;lowestoft-p024-uk;portsmouth-p008-uk;sheerness-p015-uk,68,0.9668282627781806,0.6470588235294118,6
seed:local-ocean-only,connected_reference_land_pct,65,-0.3943181818181818,-0.2576923076923077,0.0017998200179982,13,1,2.6,0.9230769230769231,boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;llandudno-p007-uk;mumbles-p932-uk;newport-p057-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,barmouth-p923-uk;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;holyhead-p054-uk;portsmouth-p008-uk;saint-gildas;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,65,0.7807692307692308,0.7333333333333333,4
seed:local-ocean-only,below_reference_land_pct,65,-0.294493006993007,-0.1836538461538462,0.018698130186981302,13,1,2.6,0.9230769230769231,boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;llandudno-p007-uk;mumbles-p932-uk;newport-p057-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;lowestoft-p024-uk;portsmouth-p008-uk;saint-nazaire;sheerness-p015-uk;stmarys-p231-uk,65,1.0,1.0,0
seed:local-ocean-only,conditional_connectivity_pct,65,-0.058273225435772374,-0.045301336337355495,0.646935306469353,13,3,2.6,0.7692307692307692,boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;llandudno-p007-uk;mumbles-p932-uk;newport-p057-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,bangor-p662-uk;cromer-p183-uk;delfzijl-del-nl;hinkleypoint-p003-uk;ilfracombe-p061-uk;malin-head-834a-ireland;port-tudy;portellen-p202-uk;porterin-p919-uk;portpatrick-p063-uk;saint-gildas;sthelier-p074-uk;tobermory-p223-uk,65,0.8622088130031221,0.7333333333333333,4
seed:local-ocean-only,connected_area_km2,65,-0.4228583916083916,-0.27211538461538465,0.00039996000399960006,13,1,2.6,0.9230769230769231,boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;llandudno-p007-uk;mumbles-p932-uk;newport-p057-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,barmouth-p923-uk;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;holyhead-p054-uk;morayfirth-p207-uk;portsmouth-p008-uk;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,65,0.7801136363636363,0.7333333333333333,4
uniform-elevation-offset:-1m,connected_reference_land_pct,68,-0.29530098866282395,-0.17734855136084282,0.015498450154984501,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;holyhead-p054-uk;immingham-p026-uk;portsmouth-p008-uk;sheerness-p015-uk;stmarys-p231-uk,68,0.9377027903958467,0.75,4
uniform-elevation-offset:-1m,below_reference_land_pct,68,-0.23796617933351144,-0.14310798946444248,0.05299470052994701,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;immingham-p026-uk;portsmouth-p008-uk;saint-nazaire;sheerness-p015-uk;stmarys-p231-uk,68,0.9752643432454096,0.8666666666666667,2
uniform-elevation-offset:-1m,conditional_connectivity_pct,68,0.05203084444163639,0.04173073605204623,0.6594340565943405,14,4,2.8823529411764706,0.7142857142857143,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,bangor-p662-uk;cromer-p183-uk;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;hinkleypoint-p003-uk;ilfracombe-p061-uk;port-tudy;porterin-p919-uk;portpatrick-p063-uk;sheerness-p015-uk;tobermory-p223-uk;whitby-p174-uk;workington-p217-uk,68,0.7027862983052775,0.5555555555555556,8
uniform-elevation-offset:-1m,connected_area_km2,68,-0.29236172080772604,-0.1791044776119403,0.015198480151984802,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,barmouth-p923-uk;calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;immingham-p026-uk;portsmouth-p008-uk;sheerness-p015-uk;tregde-006-norway,68,0.9360232087643621,0.75,4
uniform-elevation-offset:-0.5m,connected_reference_land_pct,68,-0.3096919494598618,-0.19139596136962245,0.0098990100989901,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;holyhead-p054-uk;immingham-p026-uk;portsmouth-p008-uk;sheerness-p015-uk;stmarys-p231-uk,68,0.9490399664083673,0.75,4
uniform-elevation-offset:-0.5m,below_reference_land_pct,68,-0.27678741840668775,-0.16856892010535554,0.021897810218978103,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;immingham-p026-uk;lowestoft-p024-uk;portsmouth-p008-uk;saint-nazaire;sheerness-p015-uk;stmarys-p231-uk,68,0.9899988548307057,1.0,0
uniform-elevation-offset:-0.5m,conditional_connectivity_pct,68,0.06573899130896377,0.04747256874805502,0.5923407659234077,14,5,2.8823529411764706,0.6428571428571428,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,bangor-p662-uk;boulogne-sur-mer;cromer-p183-uk;cuxhaven-germany;delfzijl-del-nl;hinkleypoint-p003-uk;ilfracombe-p061-uk;malin-head-834a-ireland;port-tudy;porterin-p919-uk;portpatrick-p063-uk;sthelier-p074-uk;tobermory-p223-uk;workington-p217-uk,68,0.802428481757058,0.8666666666666667,2
uniform-elevation-offset:-0.5m,connected_area_km2,68,-0.308317746306829,-0.18788410886742754,0.0103989601039896,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,barmouth-p923-uk;calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;immingham-p026-uk;portsmouth-p008-uk;sheerness-p015-uk;tregde-006-norway,68,0.9562927052715959,0.75,4
